knowledgeScore;subject
0.5714285714285714;67
0.5714285714285714;67
0.5714285714285714;67
0.5714285714285714;67
0.5714285714285714;67
0.5714285714285714;67
0.5714285714285714;67
0.5714285714285714;67
0.5714285714285714;67
0.21428571428571427;69
0.21428571428571427;69
0.21428571428571427;69
0.21428571428571427;69
0.21428571428571427;69
0.21428571428571427;69
0.21428571428571427;69
0.21428571428571427;69
0.21428571428571427;69
0.25;72
0.25;72
0.25;72
0.25;72
0.25;72
0.25;72
0.25;72
0.25;72
0.25;72
0.7857142857142857;73
0.7857142857142857;73
0.7857142857142857;73
0.7857142857142857;73
0.7857142857142857;73
0.7857142857142857;73
0.7857142857142857;73
0.7857142857142857;73
0.7857142857142857;73
0.6071428571428571;75
0.6071428571428571;75
0.6071428571428571;75
0.6071428571428571;75
0.6071428571428571;75
0.6071428571428571;75
0.6071428571428571;75
0.6071428571428571;75
0.6071428571428571;75
0.5357142857142857;79
0.5357142857142857;79
0.5357142857142857;79
0.5357142857142857;79
0.5357142857142857;79
0.5357142857142857;79
0.5357142857142857;79
0.5357142857142857;79
0.5357142857142857;79
0.39285714285714285;80
0.39285714285714285;80
0.39285714285714285;80
0.39285714285714285;80
0.39285714285714285;80
0.39285714285714285;80
0.39285714285714285;80
0.39285714285714285;80
0.39285714285714285;80
0.5714285714285714;81
0.5714285714285714;81
0.5714285714285714;81
0.5714285714285714;81
0.5714285714285714;81
0.5714285714285714;81
0.5714285714285714;81
0.5714285714285714;81
0.5714285714285714;81
0.21428571428571427;83
0.21428571428571427;83
0.21428571428571427;83
0.21428571428571427;83
0.21428571428571427;83
0.21428571428571427;83
0.21428571428571427;83
0.21428571428571427;83
0.21428571428571427;83
0.25;85
0.25;85
0.25;85
0.25;85
0.25;85
0.25;85
0.25;85
0.25;85
0.25;85
0.32142857142857145;84
0.32142857142857145;84
0.32142857142857145;84
0.32142857142857145;84
0.32142857142857145;84
0.32142857142857145;84
0.32142857142857145;84
0.32142857142857145;84
0.32142857142857145;84
0.7142857142857143;86
0.7142857142857143;86
0.7142857142857143;86
0.7142857142857143;86
0.7142857142857143;86
0.7142857142857143;86
0.7142857142857143;86
0.7142857142857143;86
0.7142857142857143;86
0.5357142857142857;89
0.5357142857142857;89
0.5357142857142857;89
0.5357142857142857;89
0.5357142857142857;89
0.5357142857142857;89
0.5357142857142857;89
0.5357142857142857;89
0.5357142857142857;89
0.6428571428571429;95
0.6428571428571429;95
0.6428571428571429;95
0.6428571428571429;95
0.6428571428571429;95
0.6428571428571429;95
0.6428571428571429;95
0.6428571428571429;95
0.6428571428571429;95
0.39285714285714285;97
0.39285714285714285;97
0.39285714285714285;97
0.39285714285714285;97
0.39285714285714285;97
0.39285714285714285;97
0.39285714285714285;97
0.39285714285714285;97
0.39285714285714285;97
